how many azure items does the other network have? 	you have twelve pink cashews, you have ten maroon carrots, you have eighteen azure persimmons 	eighteen 	azure
how many tan items does the other network have? 	you have three tan figs, you have twelve indigo kiwis, you have two orange kakis, you have three tan figs, you have six ruby pineapples, you have twenty lime bananas 	three 	tan
how many lavender items does the other network have? 	you have nine lavender asparagus, you have three lavender limes, you have thirteen coral boysenberries, you have two purple plantains, you have six lavender sunflower seeds, you have two olive blueberries 	nine 	lavender
how many magenta items does the other network have? 	you have seven cyan leeks, you have sixteen teal broccoli, you have nineteen magenta artichokes 	nineteen 	magenta
how many cyan items does the other network have? 	you have sixteen olive morels, you have six cyan cucumbers, you have four cyan black-eyed peas, you have two cyan kumquats, you have eighteen indigo pumpkins, you have eighteen magenta daikons 	six 	cyan
how many purple items does the other network have? 	you have thirteen coral pineapples, you have one purple lychee, you have thirteen coral cashews, you have one purple leek, you have five purple raspberries, you have sixteen blue asparagus, you have three purple grapefruits, you have five purple sprouts, you have fifteen cyan nectarines 	five 	purple
how many turquoise items does the other network have? 	you have thirteen turquoise okras, you have two grey squashes, you have fourteen black broccoli 	thirteen 	turquoise
how many red items does the other network have? 	you have fifteen crimson carrots, you have eight red pears, you have four pink lemons, you have eighteen tan artichokes, you have six red daikons, you have one red quince, you have five red passion fruits, you have four red raspberries, you have twelve red eggplants 	twelve 	red
how many white items does the other network have? 	you have eighteen brown marulas, you have fourteen white avocados, you have five brown plums 	fourteen 	white
how many lime items does the other network have? 	you have ten lime jackfruits, you have seven gold sunflower seeds, you have nineteen azure artichokes, you have eight lime quinces, you have sixteen tan eggplants, you have two lime potatoes, you have six lime peas, you have nine crimson almonds, you have four lime pomegranates 	ten 	lime
how many red items does the other network have? 	you have three red carrots, you have five red pecans, you have nineteen coral peppers, you have three red morels, you have fourteen red sprouts, you have six red nectarines, you have twenty azure okras, you have eleven red brazil nuts, you have seven tan tangelos 	fourteen 	red
how many brown items does the other network have? 	you have six yellow limes, you have six brown chili peppers, you have five brown radishes, you have thirteen ruby leeks, you have eleven brown pumpkins, you have twelve blue haricots 	eleven 	brown
how many black items does the other network have? 	you have five black peas, you have five black marulas, you have two black daikons, you have eleven olive figs, you have four brown nectarines, you have nine coral broccoli, you have three black dragon fruits, you have eleven turquoise asparagus, you have five lime figs 	five 	black
how many beige items does the other network have? 	you have seven beige tangerines, you have nine crimson strawberries, you have one beige pea, you have ten tan dragon fruits, you have fourteen gold sprouts, you have eight beige brussels sprouts 	eight 	beige
how many crimson items does the other network have? 	you have seven crimson broccoli, you have seven orange mushrooms, you have seventeen lime lentils, you have one crimson boysenberry, you have sixteen magenta turnips, you have eight crimson apples 	eight 	crimson
how many beige items does the other network have? 	you have one beige dragon fruit, you have four gold lentils, you have one beige pea, you have sixteen gold pistachios, you have ten pink kohlrabis, you have six magenta daikons 	one 	beige
how many pink items does the other network have? 	you have fourteen beige currants, you have two pink asparagus, you have fifteen pink almonds, you have sixteen magenta tomatoes, you have seventeen pink pomegranates, you have seven coral currants 	seventeen 	pink
how many indigo items does the other network have? 	you have three indigo carrots, you have thirteen black lychees, you have twenty pink potatoes, you have thirteen ruby lingonberries, you have three indigo beets, you have twenty gold avocados 	three 	indigo
how many indigo items does the other network have? 	you have two indigo sunflower seeds, you have twenty black pistachios, you have eighteen azure turnips, you have fourteen ruby cherimoyas, you have one indigo cashew, you have three indigo asparagus, you have sixteen blue lemons, you have two indigo boysenberries, you have four indigo pecans 	four 	indigo
how many red items does the other network have? 	you have eight red pears, you have eighteen tan artichokes, you have four red raspberries, you have twelve red eggplants, you have four pink lemons, you have fifteen crimson carrots 	twelve 	red
how many brown items does the other network have? 	you have ten brown chickpeas, you have four turquoise cauliflowers, you have fifteen brown guavas, you have fourteen red asparagus, you have one brown cauliflower, you have eleven brown leeks, you have nine coral tangelos, you have five brown pomegranates, you have three brown strawberries 	fifteen 	brown
how many turquoise items does the other network have? 	you have seventeen gold melons, you have fourteen turquoise clementines, you have nine beige olives 	fourteen 	turquoise
